ParticipantBlock,pid,Analyze,GROUPID_block,GROUPID,schoolID,teamID,School,Team,Block,TeamBlock,Role,FullPath_gaze,FullPath_fixations,FullPath_partners-M,FullPath_partners-C,FullPath_PP-C,FullPath_PP-M,FullPath_225ms-time-series-RAW,225ms-time-series-RAW,FullPath_225ms-time-series-FIXATIONS,225ms-time-series-FIXATIONS
CPS2-ASU-T59-PC-Warmup,CPS2-ASU-T59-PC,yes,1059Warmup,1059,10,59,ASU,T59,Warmup,T59Warmup,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T59-PC-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T59-PC-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1059-Warmup-CPS2-ASU-T59-PC-225ms-RAW.csv,1059-Warmup-CPS2-ASU-T59-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1059-Warmup-CPS2-ASU-T59-PC-225ms-FIXATIONS.csv,1059-Warmup-CPS2-ASU-T59-PC-225ms-FIXATIONS.csv
CPS2-CU-T41-PC-Transfer,CPS2-CU-T41-PC,yes,2041Transfer,2041,20,41,CU,T41,Transfer,T41Transfer,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T41-PC-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T41-PC-Transfer-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2041-Transfer-CPS2-CU-T41-PC-225ms-RAW.csv,2041-Transfer-CPS2-CU-T41-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2041-Transfer-CPS2-CU-T41-PC-225ms-FIXATIONS.csv,2041-Transfer-CPS2-CU-T41-PC-225ms-FIXATIONS.csv
CPS2-ASU-T35-PA-Warmup,CPS2-ASU-T35-PA,yes,1035Warmup,1035,10,35,ASU,T35,Warmup,T35Warmup,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T35-PA-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T35-PA-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T35-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T35-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T35-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T35-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1035-Warmup-CPS2-ASU-T35-PA-225ms-RAW.csv,1035-Warmup-CPS2-ASU-T35-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1035-Warmup-CPS2-ASU-T35-PA-225ms-FIXATIONS.csv,1035-Warmup-CPS2-ASU-T35-PA-225ms-FIXATIONS.csv
CPS2-CU-T30-PC-ExpBlock1,CPS2-CU-T30-PC,yes,2030ExpBlock1,2030,20,30,CU,T30,ExpBlock1,T30ExpBlock1,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T30-PC-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T30-PC-ExpBlock1-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T30-ExpBlock1-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T30-ExpBlock1-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T30-ExpBlock1-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T30-ExpBlock1-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2030-ExpBlock1-CPS2-CU-T30-PC-225ms-RAW.csv,2030-ExpBlock1-CPS2-CU-T30-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2030-ExpBlock1-CPS2-CU-T30-PC-225ms-FIXATIONS.csv,2030-ExpBlock1-CPS2-CU-T30-PC-225ms-FIXATIONS.csv
CPS2-CU-T53-PA-Warmup,CPS2-CU-T53-PA,yes,2053Warmup,2053,20,53,CU,T53,Warmup,T53Warmup,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T53-PA-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T53-PA-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T53-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T53-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T53-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T53-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2053-Warmup-CPS2-CU-T53-PA-225ms-RAW.csv,2053-Warmup-CPS2-CU-T53-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2053-Warmup-CPS2-CU-T53-PA-225ms-FIXATIONS.csv,2053-Warmup-CPS2-CU-T53-PA-225ms-FIXATIONS.csv
CPS2-ASU-T40-PA-ExpBlock1,CPS2-ASU-T40-PA,yes,1040ExpBlock1,1040,10,40,ASU,T40,ExpBlock1,T40ExpBlock1,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T40-PA-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T40-PA-ExpBlock1-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T40-ExpBlock1-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T40-ExpBlock1-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T40-ExpBlock1-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T40-ExpBlock1-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1040-ExpBlock1-CPS2-ASU-T40-PA-225ms-RAW.csv,1040-ExpBlock1-CPS2-ASU-T40-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1040-ExpBlock1-CPS2-ASU-T40-PA-225ms-FIXATIONS.csv,1040-ExpBlock1-CPS2-ASU-T40-PA-225ms-FIXATIONS.csv
CPS2-ASU-T102-PB-ExpBlock1,CPS2-ASU-T102-PB,yes,10102ExpBlock1,10102,10,102,ASU,T102,ExpBlock1,T102ExpBlock1,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T102-PB-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T102-PB-ExpBlock1-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T102-ExpBlock1-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T102-ExpBlock1-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T102-ExpBlock1-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T102-ExpBlock1-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/10102-ExpBlock1-CPS2-ASU-T102-PB-225ms-RAW.csv,10102-ExpBlock1-CPS2-ASU-T102-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/10102-ExpBlock1-CPS2-ASU-T102-PB-225ms-FIXATIONS.csv,10102-ExpBlock1-CPS2-ASU-T102-PB-225ms-FIXATIONS.csv
CPS2-ASU-T59-PD-ExpBlock2,CPS2-ASU-T59-PD,yes,1059ExpBlock2,1059,10,59,ASU,T59,ExpBlock2,T59ExpBlock2,PD,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T59-PD-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T59-PD-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T59-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1059-ExpBlock2-CPS2-ASU-T59-PD-225ms-RAW.csv,1059-ExpBlock2-CPS2-ASU-T59-PD-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1059-ExpBlock2-CPS2-ASU-T59-PD-225ms-FIXATIONS.csv,1059-ExpBlock2-CPS2-ASU-T59-PD-225ms-FIXATIONS.csv
CPS2-ASU-T11-PB-ExpBlock1,CPS2-ASU-T11-PB,yes,1011ExpBlock1,1011,10,11,ASU,T11,ExpBlock1,T11ExpBlock1,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T11-PB-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T11-PB-ExpBlock1-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1011-ExpBlock1-CPS2-ASU-T11-PB-225ms-RAW.csv,1011-ExpBlock1-CPS2-ASU-T11-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1011-ExpBlock1-CPS2-ASU-T11-PB-225ms-FIXATIONS.csv,1011-ExpBlock1-CPS2-ASU-T11-PB-225ms-FIXATIONS.csv
CPS2-CU-T70-PC-Warmup,CPS2-CU-T70-PC,yes,2070Warmup,2070,20,70,CU,T70,Warmup,T70Warmup,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T70-PC-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T70-PC-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T70-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T70-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T70-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T70-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2070-Warmup-CPS2-CU-T70-PC-225ms-RAW.csv,2070-Warmup-CPS2-CU-T70-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2070-Warmup-CPS2-CU-T70-PC-225ms-FIXATIONS.csv,2070-Warmup-CPS2-CU-T70-PC-225ms-FIXATIONS.csv
CPS2-ASU-T90-PC-Transfer,CPS2-ASU-T90-PC,yes,1090Transfer,1090,10,90,ASU,T90,Transfer,T90Transfer,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T90-PC-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T90-PC-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T90-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T90-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1090-Transfer-CPS2-ASU-T90-PC-225ms-RAW.csv,1090-Transfer-CPS2-ASU-T90-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1090-Transfer-CPS2-ASU-T90-PC-225ms-FIXATIONS.csv,1090-Transfer-CPS2-ASU-T90-PC-225ms-FIXATIONS.csv
CPS2-CU-T36-PD-ExpBlock1,CPS2-CU-T36-PD,yes,2036ExpBlock1,2036,20,36,CU,T36,ExpBlock1,T36ExpBlock1,PD,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T36-PD-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T36-PD-ExpBlock1-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T36-ExpBlock1-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T36-ExpBlock1-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T36-ExpBlock1-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T36-ExpBlock1-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2036-ExpBlock1-CPS2-CU-T36-PD-225ms-RAW.csv,2036-ExpBlock1-CPS2-CU-T36-PD-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2036-ExpBlock1-CPS2-CU-T36-PD-225ms-FIXATIONS.csv,2036-ExpBlock1-CPS2-CU-T36-PD-225ms-FIXATIONS.csv
CPS2-CU-T14-PC-ExpBlock2,CPS2-CU-T14-PC,yes,2014ExpBlock2,2014,20,14,CU,T14,ExpBlock2,T14ExpBlock2,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T14-PC-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T14-PC-ExpBlock2-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2014-ExpBlock2-CPS2-CU-T14-PC-225ms-RAW.csv,2014-ExpBlock2-CPS2-CU-T14-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2014-ExpBlock2-CPS2-CU-T14-PC-225ms-FIXATIONS.csv,2014-ExpBlock2-CPS2-CU-T14-PC-225ms-FIXATIONS.csv
CPS2-ASU-T104-PA-Warmup,CPS2-ASU-T104-PA,yes,10104Warmup,10104,10,104,ASU,T104,Warmup,T104Warmup,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T104-PA-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T104-PA-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T104-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T104-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T104-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T104-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/10104-Warmup-CPS2-ASU-T104-PA-225ms-RAW.csv,10104-Warmup-CPS2-ASU-T104-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/10104-Warmup-CPS2-ASU-T104-PA-225ms-FIXATIONS.csv,10104-Warmup-CPS2-ASU-T104-PA-225ms-FIXATIONS.csv
CPS2-ASU-T50-PC-Transfer,CPS2-ASU-T50-PC,yes,1050Transfer,1050,10,50,ASU,T50,Transfer,T50Transfer,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T50-PC-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T50-PC-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T50-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T50-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1050-Transfer-CPS2-ASU-T50-PC-225ms-RAW.csv,1050-Transfer-CPS2-ASU-T50-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1050-Transfer-CPS2-ASU-T50-PC-225ms-FIXATIONS.csv,1050-Transfer-CPS2-ASU-T50-PC-225ms-FIXATIONS.csv
CPS2-CU-T46-PB-Warmup,CPS2-CU-T46-PB,yes,2046Warmup,2046,20,46,CU,T46,Warmup,T46Warmup,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T46-PB-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T46-PB-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T46-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T46-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T46-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T46-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2046-Warmup-CPS2-CU-T46-PB-225ms-RAW.csv,2046-Warmup-CPS2-CU-T46-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2046-Warmup-CPS2-CU-T46-PB-225ms-FIXATIONS.csv,2046-Warmup-CPS2-CU-T46-PB-225ms-FIXATIONS.csv
CPS2-ASU-T91-PC-ExpBlock2,CPS2-ASU-T91-PC,yes,1091ExpBlock2,1091,10,91,ASU,T91,ExpBlock2,T91ExpBlock2,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T91-PC-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T91-PC-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T91-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T91-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T91-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T91-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1091-ExpBlock2-CPS2-ASU-T91-PC-225ms-RAW.csv,1091-ExpBlock2-CPS2-ASU-T91-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1091-ExpBlock2-CPS2-ASU-T91-PC-225ms-FIXATIONS.csv,1091-ExpBlock2-CPS2-ASU-T91-PC-225ms-FIXATIONS.csv
CPS2-ASU-T68-PA-ExpBlock2,CPS2-ASU-T68-PA,yes,1068ExpBlock2,1068,10,68,ASU,T68,ExpBlock2,T68ExpBlock2,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T68-PA-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T68-PA-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1068-ExpBlock2-CPS2-ASU-T68-PA-225ms-RAW.csv,1068-ExpBlock2-CPS2-ASU-T68-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1068-ExpBlock2-CPS2-ASU-T68-PA-225ms-FIXATIONS.csv,1068-ExpBlock2-CPS2-ASU-T68-PA-225ms-FIXATIONS.csv
CPS2-ASU-T20-PB-Warmup,CPS2-ASU-T20-PB,yes,1020Warmup,1020,10,20,ASU,T20,Warmup,T20Warmup,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T20-PB-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T20-PB-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T20-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T20-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T20-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T20-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1020-Warmup-CPS2-ASU-T20-PB-225ms-RAW.csv,1020-Warmup-CPS2-ASU-T20-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1020-Warmup-CPS2-ASU-T20-PB-225ms-FIXATIONS.csv,1020-Warmup-CPS2-ASU-T20-PB-225ms-FIXATIONS.csv
